Apple ,Google ,Microsoft , Facebook ,Amazon ,Wipro,Netflix,Tesla,Accenture,Morgan Stanley
0.004252592334,0.02939634054,0.01658082738,0.05415499533,-0.001874182815,0.006610461774,0.02006963442,0.01761192056,0.01029189441,-0.0101730367
0.00295840826,-0.001416677716,-0.01532980323,0.002825931081,-0.119221388,-0.002569715428,-0.01114172173,-0.03485248884,-0.005611510791,-0.01748150994
0.01700404858,0.03431406807,0.04053112033,0.358512786,0.08474887555,0.02266221374,0.05887573964,0.01629373611,0.04028360585,0.01593508652
-0.00699499545,-0.06997297297,-0.01499393862,-0.01238390093,0.003857581542,-0.01719150921,0.06438018068,0.02825563677,-0.01683033355,0.0002886836028
0.0009735983048,-0.01700401035,0.007190050525,-0.01799373041,-0.01071474633,0.001329124439,-0.06560497014,0.005873825503,0.0004527191444,-0.01356421356
-0.02546057901,-0.01443052101,-0.008746543186,-0.03687033135,-0.03740970158,-0.02306288369,-0.1001545161,-0.09647493381,-0.03034673907,-0.007216695924
-0.06522632537,-0.03259068173,-0.02731460455,-0.02343309801,-0.0301469669,-0.0129076087,0.00608804246,-0.0203816388,-0.02767974333,-0.006385068762
0.002951890466,0.001767373358,-0.01043890075,-0.00003393972305,-0.005478471041,0.00004915937469,-0.06982156711,0.130635629,-0.01040916727,-0.009688581315
0.0005635919594,-0.01778183591,-0.02770381854,0.018735363,0.008018146141,0.01875337954,0.0186822352,-0.02027928014,0.01533844615,-0.0112808226
0.01151583427,0.03048016701,0.02731463829,0.0285190738,0.0325603989,0.01565779633,0.05657442279,0.01263066202,0.01209135692,-0.009693053312
0.00488800891,-0.003459374331,-0.00114721463,-0.01794564478,-0.01315170467,-0.002042852392,0.0267338241,0.01494623656,-0.00994100295,0.00795269168
0.01293023829,0.02267714602,0.01881566057,0.04416663918,0.06326633624,0.01304389222,0.2786163522,0.05548257231,0.02103506838,0.009811855149
0.01045529147,0.01357012921,0.005736074271,0.009571645186,0.03053719485,0.009163533835,0.01497294638,-0.0006223212583,0.003063993697,-0.04106981869
0.02147626782,0.00652399966,-0.002241782877,-0.004505773022,0.01675314621,-0.001839348079,-0.00980886287,0.03501230352,0.01320765695,-0.01796719942
0.01925795053,0.02560699422,0.02494630762,0.04321860758,0.02026523196,-0.003732126612,0.02915035239,0.01853451204,0.01458596532,0.05180299968
-0.00508464783,-0.006405913371,-0.01740812379,-0.01633021995,-0.005698849129,0.01634239423,-0.01234567901,-0.0171968636,0.02266810052,0.03711569579
0.01939717754,0.02051779748,0.04419291339,0.02076696888,0.02476832037,0.03151420212,0.03470724191,0.07237581915,0.04377784542,0.004875670405
-0.002563664331,-0.01198114975,-0.01033713514,0.003330732761,0.0009382169036,-0.007280523483,0.006738393954,-0.03780441503,-0.005514462207,0.02785055798
-0.01650673978,-0.007632249385,-0.002254111372,-0.01884140324,-0.02343948428,-0.003599469078,-0.001830485911,-0.00590003758,-0.005625016662,-0.01689954683
-0.0001161507637,-0.01191682381,-0.0007318547746,0.0113390435,0.006613576409,-0.002348106839,0.002241363342,-0.02944845575,-0.006032171582,-0.0007682704312
-0.0009873961782,0.005331455221,-0.000509489237,0.002019349589,0.004306261304,0.01710910449,0.02260377777,0.03674924048,0.01955495617,-0.006054781355
0.01697674419,0.0001996406468,0.007964827323,-0.02493533057,0.006756342877,0.004138575529,0.0257188816,0.02199680661,0.05074074074,-0.01682459872
0.02732677796,0.04808201778,0.03992034895,0.03812814264,0.01925686159,0.0469099692,0.04163729913,0.05649193104,0.01792638099,0.02537372148
0.01285475793,0.004099737187,0.01744627823,0.0059727216,0.01720669524,0.00753502942,0.01052186416,0.04365904366,0.007197625526,-0.03903702283
-0.02439426405,-0.000962125366,0.004690067214,-0.006468954924,-0.02163968675,0.02098651317,0.008487202236,-0.1191885179,0.01802509762,-0.02026150314
0.003547896604,0.009309502113,0.008920076118,0.02381447897,0.01156150842,-0.002613114956,0.01601819268,0.01283143133,-0.001736823061,0.0065199674
0.006621773288,0.003108744498,0.007750795709,-0.00412359159,0.003299840789,0.008478772125,-0.00253230734,0.01480837865,0.003842157408,-0.0007085020243
-0.0005017281748,0.0002181991749,-0.002047082907,0.009564355281,0.00862879061,-0.002291091337,0.0002784420349,0.002099080271,-0.0003610803524,0.01255950572
0.005800658152,0.008313620157,0.003516483516,-0.0001155334758,-0.005809763215,-0.004326164066,0.003946226523,0.005025402629,0.0001444843114,0.004301290387
-0.02245882549,-0.006693417801,-0.02266024237,-0.03160205673,0.008245441874,-0.01258185412,0.001582072025,-0.02462657915,-0.02894084222,-0.01055776892
-0.003630587701,-0.003413503589,-0.004451880845,-0.01428827109,-0.0001841367639,-0.004337761465,0.0002442638701,-0.05447985005,0.000942203268,-0.01046909603
-0.01508767934,-0.0200969846,-0.01773709484,0.0113481616,-0.003624946649,-0.005445824519,-0.01517322219,-0.06972156968,-0.02675320171,-0.005391658189
-0.01872940632,-0.01300249177,-0.02254880992,-0.02618192699,-0.01958724775,-0.008129225196,-0.01848178272,-0.04111749225,-0.01809666828,-0.02454740718
0.008188512518,0.0008332921395,0.01215966991,0.02562605623,0.01758748855,0.004565046606,-0.01180651464,0.03625797275,0.02711389911,0.0184544406
0.006544349655,0.01919209737,0.00339715874,0.003325444142,-0.006743423471,-0.003635441326,0.007379885126,-0.006058526438,0.01100343226,0.0326366725
0.04086845466,0.01381840839,0.03000923361,0.02018512989,0.02631594531,-0.004369961816,0.02365242107,0.05293876494,-0.0631552671,-0.008673978066
-0.02771890686,-0.01730389713,-0.01885552069,-0.02318094012,-0.02436892364,-0.01587335407,-0.01165212217,-0.01791001957,-0.01484146017,-0.006134969325
0.008088108759,0.01333847554,0.03368459524,0.002247258345,0.002815043926,0.01006733205,0.0109868058,0.008241958874,0.02161036432,-0.01669702489
0.02111073176,0.01491498459,0.009251620507,-0.01417082723,0.01559555929,-0.001007416299,0.01174407834,0.05237942488,0.004553637615,0.01296696511
-0.02724993034,-0.002452677844,-0.02755882525,0.0002122820318,0.0113755139,-0.007295041517,-0.001079030834,-0.01300846583,-0.02105734767,0.02184293406
0.002978918423,0.003711768949,0.005613929751,0.00224364805,0.0114083286,0.0255257527,0.02795417349,0.06491332935,0.008291829318,0.006661364088
-0.02227553119,-0.006188148043,-0.0001492670985,-0.02344506292,0.00003689869322,-0.01612291351,-0.003980384664,-0.01609976051,-0.008517341735,0.01234567901
-0.03423297114,-0.0279385752,-0.02606592619,-0.01530311948,-0.02722455432,-0.01512327828,-0.02060487867,-0.04063703352,-0.0245327732,-0.03151219512
-0.02105008468,-0.008057699696,-0.009748919341,-0.03469972001,-0.01096467554,0.01437675359,-0.01723546981,0.005906779913,-0.002236148304,-0.01067794903
0.01186356896,0.006792181773,0.02006129841,0.01156954765,0.0140333177,0.008705347571,0.02381545513,0.0686030129,0.01073543246,0.006618470624
0.006167562286,-0.01339129583,0.00179064615,0.0006765681884,0.001850257174,-0.01619760224,0.002108780638,0.009588788493,-0.0141253764,-0.03641513251
0.003216604964,0.005997809311,0.001545079981,0.04462330972,0.01839580454,0.01242383648,0.03905984428,0.04544292237,-0.007608152385,-0.004618937644
-0.03061101028,0.02560298807,0.0182703651,0.04182333724,0.0155400377,0.001835371449,0.03417977878,-0.006787448898,0.02355903749,0.02541657878
-0.02140539191,-0.02300205112,-0.02064581291,-0.01452533799,-0.01600698568,-0.02330485908,0.002711496746,-0.04843490268,-0.03340440654,0.007199424046
0.03271475033,0.02768966754,0.02496360107,0.02383525456,0.02164323053,0.02307574865,-0.01104200469,0.03149955634,0.0248020362,0.03257428776
-0.003272817093,-0.00231316726,-0.0006806546122,-0.01117105495,-0.0001033401203,-0.008655424563,-0.006425739416,-0.006245519713,-0.004608549273,0.007318037975
-0.002416207174,0.003566969859,0.006366974651,0.01114899926,-0.002086568865,-0.0198490355,0.007858606244,0.04313679522,0.007208206266,-0.02493618692
-0.002918892063,0.01793892086,0.009651884766,0.01258027624,0.02911069622,0.01189170214,0.02973300971,-0.01712379092,0.01786402422,-0.02426500201
-0.01669261912,0.006123826183,-0.005362711667,-0.0191427744,0.005301136657,0.0009973980919,0.004743665292,-0.03577647618,0.002677195165,0.007945516459
-0.02774434661,-0.01195620618,-0.00629999707,0.006141309162,-0.03978831512,-0.001039726205,0.01417846984,-0.006722121892,0.005394034198,0
-0.01622255522,-0.001155038603,0.001150035386,0.006426622062,-0.002338686954,-0.0006071382107,-0.006202200408,-0.03147813151,-0.004345726702,0.03081490581
-0.006622516556,0.0038951554,-0.01013224942,0.01341264287,0.001406501539,0.004491212844,-0.01173988944,-0.03919486504,-0.007301433344,-0.004767106962
-0.00006666666667,0.001522377604,0.001934120868,-0.01919093106,-0.005790144627,-0.01360779316,0.004828286694,0.01976534207,0.007545121455,-0.003592455843
-0.01413427562,-0.01958258787,-0.01274055595,-0.03857549356,-0.01493553466,0.000284669455,-0.0366680828,0.02911691278,-0.01352261401,-0.009714571858
0.0003381348482,0.0008712564272,-0.00490328791,-0.0003051199121,0.002750179986,-0.01799474606,-0.0162261626,0.004174854961,-0.004014090276,-0.01122572816